corridor_id,corridor_name,treatment_id,treatment_name,uncertainty_scenario,demand_risk_rank,demand_risk_percentile,physical_applicability_status,relevant_forecast_crashes,cmf_id,cmf,cmf_standard_error,crashes_averted_total,crashes_averted_k,crashes_averted_a,crashes_averted_b,crashes_averted_c,crashes_averted_o,annual_monetary_benefit,useful_life_years,real_discount_rate,present_value_factor,present_value_benefit,capital_project_cost,net_present_benefit,benefit_cost_ratio,equity_area_flag,required_governance_labels
HCC014,Chicago,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,14,0.697674,UNKNOWN,330.4894,3006,0.76096,0.026,39.500132,0.04347,0.728239,3.843753,2.199966,32.670064,4454167.6092,20,0.03,14.877475,66266766.6299,514104.0,65752662.6299,128.89759,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC014,Chicago,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,14,0.697674,UNKNOWN,330.4894,3006,0.65904,0.026,112.683776,0.12401,2.07748,10.965245,6.27594,93.199339,12706601.3055,20,0.03,14.877475,189042141.4837,685472.0,188356669.4837,275.7839,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC014,Chicago,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,14,0.697674,UNKNOWN,12.642354,9024,0.53,0.031,2.376762,0.025964,0.377638,1.270671,0.406212,0.296279,1635426.3932,10,0.03,8.530203,13950518.8582,112500.0,13838018.8582,124.004612,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC014,Chicago,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,14,0.697674,UNKNOWN,12.642354,9024,0.59076,0.031,1.034751,0.011304,0.164409,0.553201,0.176849,0.128988,712002.0182,10,0.03,8.530203,6073521.6357,81000.0,5992521.6357,74.981749,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC014,Chicago,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,14,0.697674,UNKNOWN,12.642354,9024,0.46924,0.031,4.026033,0.04398,0.639686,2.152408,0.688088,0.501871,2770273.1248,10,0.03,8.530203,23630991.6676,162000.0,23468991.6676,145.870319,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_001,Pedestrian Refuge Islands & Medians,BASE,25,0.44186,UNKNOWN,5.349601,175,0.68,0.035,0.855936,0.021254,0.25014,0.411194,0.085507,0.087841,943307.9364,20,0.03,14.877475,14034040.1095,60000.0,13974040.1095,233.900668,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,25,0.44186,UNKNOWN,5.349601,175,0.7486,0.035,0.336222,0.008349,0.098258,0.161522,0.033588,0.034505,370543.1488,20,0.03,14.877475,5512746.3805,36000.0,5476746.3805,153.131844,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,25,0.44186,UNKNOWN,5.349601,175,0.6114,0.035,1.559141,0.038716,0.455646,0.749016,0.155756,0.160008,1718294.3629,20,0.03,14.877475,25563881.187,72000.0,25491881.187,355.053905,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,25,0.44186,UNKNOWN,257.2867,3006,0.71,0.026,55.959857,0.312907,1.896403,8.420346,5.036534,40.210677,13228010.5513,20,0.03,14.877475,196799394.4306,571830.0,196227564.4306,344.15717,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,25,0.44186,UNKNOWN,257.2867,3006,0.76096,0.026,30.750906,0.171948,1.042106,4.627125,2.767662,22.09646,7269019.8671,20,0.03,14.877475,108144660.3326,457464.0,107687196.3326,236.400373,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,25,0.44186,UNKNOWN,257.2867,3006,0.65904,0.026,87.724473,0.490523,2.972862,13.200005,7.895432,63.035552,20736655.0693,20,0.03,14.877475,308509064.483,609952.0,307899112.483,505.792365,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,25,0.44186,UNKNOWN,5.349601,9024,0.53,0.031,1.005725,0.024974,0.293915,0.483153,0.10047,0.103213,1108386.8253,10,0.03,8.530203,9454764.4412,90000.0,9364764.4412,105.052938,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,25,0.44186,UNKNOWN,5.349601,9024,0.59076,0.031,0.437854,0.010873,0.127959,0.210346,0.043741,0.044935,482549.1749,10,0.03,8.530203,4116242.3403,54000.0,4062242.3403,76.22671,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC015,Lake,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,25,0.44186,UNKNOWN,5.349601,9024,0.46924,0.031,1.703612,0.042303,0.497867,0.81842,0.170188,0.174834,1877512.9512,10,0.03,8.530203,16015566.3026,144000.0,15871566.3026,111.21921,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_001,Pedestrian Refuge Islands & Medians,BASE,7,0.860465,UNKNOWN,18.422063,175,0.68,0.035,2.94753,0.053354,0.536152,1.640931,0.442591,0.274502,2492850.3767,20,0.03,14.877475,37087318.8104,60000.0,37027318.8104,618.12198,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,7,0.860465,UNKNOWN,18.422063,175,0.7486,0.035,1.157827,0.020958,0.210607,0.644578,0.173855,0.107828,979222.7886,20,0.03,14.877475,14568362.4202,36000.0,14532362.4202,404.676734,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,7,0.860465,UNKNOWN,18.422063,175,0.6114,0.035,5.36911,0.097187,0.976635,2.989059,0.806207,0.500022,4540882.7643,20,0.03,14.877475,67556869.1707,72000.0,67484869.1707,938.28985,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,7,0.860465,UNKNOWN,494.7267,3006,0.71,0.026,107.602953,0.199314,2.834937,12.239151,7.329228,84.924929,15757016.2276,20,0.03,14.877475,234424612.8023,527460.0,233897152.8023,444.440551,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,7,0.860465,UNKNOWN,494.7267,3006,0.76096,0.026,59.129678,0.109526,1.557847,6.725625,4.027537,46.667713,8658752.0898,20,0.03,14.877475,128820366.5386,421968.0,128398398.5386,305.284682,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,7,0.860465,UNKNOWN,494.7267,3006,0.65904,0.026,168.681852,0.312451,4.444138,19.186488,11.489533,133.131052,24701205.7608,20,0.03,14.877475,367491567.7291,562624.0,366928943.7291,653.174354,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,7,0.860465,UNKNOWN,18.422063,9024,0.53,0.031,3.463348,0.06269,0.629979,1.928094,0.520044,0.32254,2929099.1926,10,0.03,8.530203,24985810.2423,90000.0,24895810.2423,277.620114,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,7,0.860465,UNKNOWN,18.422063,9024,0.59076,0.031,1.507809,0.027293,0.274269,0.839418,0.226407,0.140421,1275217.6102,10,0.03,8.530203,10877864.8761,54000.0,10823864.8761,201.441942,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC016,Cicero,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,7,0.860465,UNKNOWN,18.422063,9024,0.46924,0.031,5.866616,0.106192,1.067131,3.266027,0.880911,0.546355,4961644.7473,10,0.03,8.530203,42323836.0984,144000.0,42179836.0984,293.915528,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_001,Pedestrian Refuge Islands & Medians,BASE,11,0.767442,UNKNOWN,22.058019,175,0.68,0.035,3.529283,0.075862,0.951178,1.793304,0.413548,0.295391,3613328.6233,20,0.03,14.877475,53757205.7562,90000.0,53667205.7562,597.302286,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,11,0.767442,UNKNOWN,22.058019,175,0.7486,0.035,1.386346,0.0298,0.373634,0.704432,0.162447,0.116033,1419360.6499,20,0.03,14.877475,21116502.3861,54000.0,21062502.3861,391.04634,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,11,0.767442,UNKNOWN,22.058019,175,0.6114,0.035,6.42881,0.138188,1.732629,3.266615,0.753303,0.538074,6581903.9204,20,0.03,14.877475,97922110.1103,96000.0,97826110.1103,1020.02198,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,11,0.767442,UNKNOWN,436.1964,3006,0.71,0.026,94.872717,0.181524,3.541975,13.152376,7.288474,70.606645,16761346.371,20,0.03,14.877475,249366509.2623,755940.0,248610569.2623,329.876061,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,11,0.767442,UNKNOWN,436.1964,3006,0.76096,0.026,52.134194,0.099751,1.946376,7.227458,4.005142,38.799569,9210648.8196,20,0.03,14.877475,137031196.2622,604752.0,136426444.2622,226.590729,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,11,0.767442,UNKNOWN,436.1964,3006,0.65904,0.026,148.725525,0.284563,5.552514,20.618089,11.425646,110.685249,26275626.0169,20,0.03,14.877475,390914965.5085,806336.0,390108629.5085,484.804059,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,11,0.767442,UNKNOWN,22.058019,9024,0.53,0.031,4.146908,0.089138,1.117634,2.107132,0.485919,0.347085,4245661.1324,10,0.03,8.530203,36216350.6357,135000.0,36081350.6357,268.269264,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,11,0.767442,UNKNOWN,22.058019,9024,0.59076,0.031,1.805405,0.038807,0.486575,0.917365,0.21155,0.151107,1848398.2573,10,0.03,8.530203,15767212.0576,81000.0,15686212.0576,194.656939,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC017,Pulaski,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,11,0.767442,UNKNOWN,22.058019,9024,0.46924,0.031,7.024508,0.150993,1.893176,3.569302,0.823105,0.587932,7191788.6255,10,0.03,8.530203,61347415.7343,198000.0,61149415.7343,309.835433,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_001,Pedestrian Refuge Islands & Medians,BASE,9,0.813953,UNKNOWN,15.51474,175,0.68,0.035,2.482358,0.023625,0.356737,1.272981,0.439519,0.389497,1571784.9787,20,0.03,14.877475,23384191.5067,45000.0,23339191.5067,519.6487,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,9,0.813953,UNKNOWN,15.51474,175,0.7486,0.035,0.975101,0.00928,0.140131,0.500043,0.172648,0.152999,617416.7869,20,0.03,14.877475,9185602.7262,36000.0,9149602.7262,255.155631,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,9,0.813953,UNKNOWN,15.51474,175,0.6114,0.035,4.521771,0.043034,0.649818,2.318814,0.800611,0.709494,2863104.5753,20,0.03,14.877475,42595766.3414,48000.0,42547766.3414,887.411799,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,9,0.813953,UNKNOWN,455.8904,3006,0.71,0.026,99.156162,0.082816,1.387374,7.677531,4.934802,85.018739,9186343.0424,20,0.03,14.877475,136669587.6734,352740.0,136316847.6734,387.451346,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,9,0.813953,UNKNOWN,455.8904,3006,0.76096,0.026,54.488021,0.045509,0.762386,4.218936,2.711759,46.719263,5048053.887,20,0.03,14.877475,75102294.7988,282192.0,74820102.7988,266.138993,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,9,0.813953,UNKNOWN,455.8904,3006,0.65904,0.026,155.440391,0.129825,2.174893,12.035545,7.735955,133.278111,14400807.0057,20,0.03,14.877475,214247644.1983,376256.0,213871388.1983,569.419874,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,9,0.813953,UNKNOWN,15.51474,9024,0.53,0.031,2.916771,0.027759,0.419165,1.495753,0.516434,0.45766,1846847.35,10,0.03,8.530203,15753982.5038,67500.0,15686482.5038,233.392333,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,9,0.813953,UNKNOWN,15.51474,9024,0.59076,0.031,1.26985,0.012085,0.182489,0.651193,0.224836,0.199247,804046.6059,10,0.03,8.530203,6858680.6382,54000.0,6804680.6382,127.012604,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC018,Roosevelt,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,9,0.813953,UNKNOWN,15.51474,9024,0.46924,0.031,4.940762,0.047022,0.710031,2.533678,0.874796,0.775236,3128402.2324,10,0.03,8.530203,26685905.597,90000.0,26595905.597,296.510062,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_001,Pedestrian Refuge Islands & Medians,BASE,1,1.0,UNKNOWN,6.015317,175,0.68,0.035,0.962451,0.032679,0.223974,0.475085,0.131039,0.099673,1115423.532,20,0.03,14.877475,16594685.5556,90000.0,16504685.5556,184.385395,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,1,1.0,UNKNOWN,6.015317,175,0.7486,0.035,0.378063,0.012837,0.08798,0.186619,0.051474,0.039153,438152.3062,20,0.03,14.877475,6518599.9198,54000.0,6464599.9198,120.714813,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,1,1.0,UNKNOWN,6.015317,175,0.6114,0.035,1.753164,0.059528,0.407983,0.865398,0.238695,0.181561,2031813.6774,20,0.03,14.877475,30228256.9073,96000.0,30132256.9073,314.877676,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,1,1.0,NOT_APPLICABLE,999.6909,3006,0.71,0.026,217.432771,0.226735,3.725561,17.694543,10.931481,184.684947,22351582.0549,20,0.03,14.877475,332535100.1132,754830.0,331780270.1132,440.543036,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,1,1.0,NOT_APPLICABLE,999.6909,3006,0.76096,0.026,119.483056,0.124595,2.04726,9.723456,6.007037,101.487563,12282579.7113,20,0.03,14.877475,182733770.876,603864.0,182129906.876,302.607493,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,1,1.0,NOT_APPLICABLE,999.6909,3006,0.65904,0.026,340.854609,0.355438,5.84031,27.738534,17.136542,289.518067,35039059.3905,20,0.03,14.877475,521292725.2166,805152.0,520487573.2166,647.446352,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,1,1.0,UNKNOWN,6.015317,9024,0.53,0.031,1.13088,0.038398,0.26317,0.558225,0.153971,0.117116,1310622.6501,10,0.03,8.530203,11179877.0475,135000.0,11044877.0475,82.813904,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,CONSERVATIVE,1,1.0,UNKNOWN,6.015317,9024,0.59076,0.031,0.492342,0.016717,0.114574,0.24303,0.067033,0.050988,570594.9078,10,0.03,8.530203,4867290.301,81000.0,4786290.301,60.090004,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC019,Lake Shore Drive,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,OPTIMISTIC,1,1.0,UNKNOWN,6.015317,9024,0.46924,0.031,1.915614,0.065043,0.445787,0.945586,0.260813,0.198384,2220083.2268,10,0.03,8.530203,18937760.2395,198000.0,18739760.2395,95.645254,False,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_001,Pedestrian Refuge Islands & Medians,BASE,28,0.372093,UNKNOWN,4.818091,175,0.68,0.035,0.770895,0.013224,0.096903,0.436675,0.152058,0.072034,576759.4115,20,0.03,14.877475,8580723.6456,75000.0,8505723.6456,114.409649,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_001,Pedestrian Refuge Islands & Medians,CONSERVATIVE,28,0.372093,UNKNOWN,4.818091,175,0.7486,0.035,0.302817,0.005195,0.038065,0.171531,0.05973,0.028296,226558.3063,20,0.03,14.877475,3370615.5071,54000.0,3316615.5071,62.418806,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_001,Pedestrian Refuge Islands & Medians,OPTIMISTIC,28,0.372093,UNKNOWN,4.818091,175,0.6114,0.035,1.404233,0.024089,0.176516,0.79543,0.276982,0.131215,1050603.3156,20,0.03,14.877475,15630324.4158,96000.0,15534324.4158,162.815879,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_002,Road Diet (4-to-3 Lane Conversion),BASE,28,0.372093,UNKNOWN,236.7948,3006,0.71,0.026,51.502819,0.082988,0.975895,5.942554,3.080362,41.362606,6651652.9276,20,0.03,14.877475,98959799.2104,733890.0,98225909.2104,134.842823,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_002,Road Diet (4-to-3 Lane Conversion),CONSERVATIVE,28,0.372093,UNKNOWN,236.7948,3006,0.76096,0.026,28.301687,0.045603,0.536271,3.265536,1.692712,22.729465,3655197.9674,20,0.03,14.877475,54380115.8695,587112.0,53793003.8695,92.62307,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_002,Road Diet (4-to-3 Lane Conversion),OPTIMISTIC,28,0.372093,UNKNOWN,236.7948,3006,0.65904,0.026,80.737476,0.130094,1.529844,9.315739,4.828875,64.841352,10427345.2054,20,0.03,14.877475,155132566.1552,782816.0,154349750.1552,198.172452,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
HCC020,Western Ave/Blvd,TRT_004,RRFB at Uncontrolled Marked Pedestrian Crossing,BASE,28,0.372093,UNKNOWN,4.818091,9024,0.53,0.031,0.905801,0.015539,0.113862,0.513093,0.178668,0.08464,677692.3086,10,0.03,8.530203,5780852.8529,112500.0,5668352.8529,51.385359,True,PROVISIONAL_SCENARIO; ENGINEERING_REVIEW_REQUIRED; ANALYST_DEFINED_COST_SCENARIO; ANALYST_DEFINED_ECONOMIC_SCENARIO
